year,office,district,name,party,incumbent,dp_win,dr_win,rp_win,rr_win,g_win
2022,State Rep 122,122,Blanchard,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 122,122,Cuthbert,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 127,127,Cunningham,R,N,NA,NA,TRUE,NA,NA
2022,State Rep 127,127,Robertson,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 13,13,Orr,R,N,NA,NA,TRUE,NA,TRUE
2022,State Rep 13,13,Wilson,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 132,132,Schofield,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 132,132,Le,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 133,133,Barineau,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 133,133,DeAyala,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 133,133,Travis,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 133,133,Franklin,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 133,133,Keller,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 134,134,McConnico,R,N,NA,NA,TRUE,NA,FALSE
2022,State Rep 134,134,Dominguez,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 135,135,Hagerty,R,N,NA,NA,TRUE,NA,NA
2022,State Rep 135,135,May,R,N,NA,NA,FALSE,NA,FALSE
2022,State Rep 136,136,Evans,R,N,NA,NA,TRUE,NA,FALSE
2022,State Rep 136,136,Salahuddin,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 138,138,Hull,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 138,138,Flynn,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 138,138,Kalmbach,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 14,14,Raney,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 14,14,Slocum,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 147,147,Jones,R,N,NA,NA,TRUE,NA,NA
2022,State Rep 147,147,Baylor,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 15,15,Toth,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 15,15,Blair,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 150,150,Swanson,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 150,150,Riddle,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 150,150,McGilvrey,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 150,150,Le,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 17,17,Gerdes,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 17,17,Pape,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 17,17,Glass,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 17,17,Rutledge,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 17,17,Bezner,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 18,18,Bailes,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 18,18,Holt,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 18,18,Tullos,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 18,18,Missick,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 19,19,Troxclair,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 19,19,Berry,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 19,19,Devine,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 19,19,Hopkins,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 2,2,Slaton,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 2,2,Bostick,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 23,23,Gurski,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 23,23,Leo-Wilson,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 23,23,Longoria,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 23,23,Smith,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 28,28,Gates,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 28,28,Boettcher,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 3,3,Bell,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 3,3,McDonald,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 31,31,Guillen,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 31,31,Monreal,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 31,31,Berlanga,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 33,33,Holland,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 33,33,London,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 33,33,Lamarca,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 34,34,Vaughn,R,N,NA,NA,TRUE,NA,FALSE
2022,State Rep 34,34,Hernandez,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 37,37,Lopez,R,N,NA,NA,TRUE,NA,TRUE
2022,State Rep 37,37,Rivera,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 5,5,Hefner,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 5,5,Collier,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 52,52,McGuinness,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 52,52,Harris,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 52,52,Jarrin,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 52,52,Schober,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 53,53,Murr,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 53,53,Virdell,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 57,57,Hayes,R,N,NA,NA,TRUE,NA,TRUE
2022,State Rep 57,57,Poole,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 57,57,Haines,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 6,6,Schaefer,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 6,6,Turner,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 60,60,Rogers,R,Y,NA,NA,FALSE,TRUE,NA
2022,State Rep 60,60,Olcott,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 60,60,Marshall,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 60,60,Turner,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 61,61,Frazier,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 61,61,Chabot,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 61,61,Herblin,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 62,62,Smith,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 62,62,Luther,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 63,63,Bumgarner,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 63,63,Younger,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 63,63,Sanders,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 63,63,Collier,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 64,64,Stucky,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 64,64,Hopper,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 65,65,Thimesch,R,N,NA,NA,TRUE,NA,TRUE
2022,State Rep 65,65,Inge,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 65,65,Cooksey,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 67,67,Leach,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 67,67,Schmoker,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 68,68,Spiller,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 68,68,Middleton,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 68,68,Carter,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 68,68,Franklin,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 70,70,Jolly,R,N,NA,NA,FALSE,TRUE,FALSE
2022,State Rep 70,70,Bowlin,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 70,70,Padgett,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 70,70,Chandler,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 70,70,Buggs,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 71,71,Lambert,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 71,71,Weatherby,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 73,73,Casteel,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 73,73,Isaac,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 73,73,Green,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 76,76,Mathews,R,N,NA,NA,TRUE,NA,FALSE
2022,State Rep 76,76,Cherivirala,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 76,76,Khan,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 81,81,Landgraf,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 81,81,Gray,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 83,83,Burrows,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 83,83,Jordan,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 84,84,Glasheen,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 84,84,Tepper,R,N,NA,NA,FALSE,TRUE,NA
2022,State Rep 84,84,Wilcox,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 84,84,Little,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 85,85,Stephenson,R,Y,NA,NA,FALSE,FALSE,NA
2022,State Rep 85,85,Kitzman,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 85,85,Roberts,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 85,85,Hernandez,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 88,88,King,R,Y,NA,NA,TRUE,NA,NA
2022,State Rep 88,88,Hutto,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 91,91,Klick,R,Y,NA,NA,FALSE,TRUE,NA
2022,State Rep 91,91,Lowe,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 91,91,Reed,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 91,91,Silvey,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 91,91,Damico,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 93,93,Schatzline,R,N,NA,NA,FALSE,TRUE,TRUE
2022,State Rep 93,93,Hill,R,N,NA,NA,FALSE,FALSE,NA
2022,State Rep 93,93,Moon,R,N,NA,NA,FALSE,NA,NA
2022,State Rep 98,98,Capriglione,R,Y,NA,NA,TRUE,NA,TRUE
2022,State Rep 98,98,Ryan,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 1,1,VanDeaver,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 1,1,Spencer,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 1,1,Huls,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 108,108,Meyer,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 108,108,Wernick,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 11,11,Shofner,R,N,NA,NA,TRUE,NA,NA
2024,State Rep 11,11,Clardy,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 112,112,Button,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 112,112,Carnahan,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 119,119,Grable,R,N,NA,NA,TRUE,NA,FALSE
2024,State Rep 119,119,Sawatzki,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 12,12,Wharton,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 12,12,Bius,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 12,12,Slocum,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 121,121,LaHood,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 121,121,Allison,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 121,121,Champion,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 128,128,Cain,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 128,128,Gracia,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 133,133,DeAyala,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 133,133,Perez,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 138,138,Hull,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 138,138,Woodfill,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 14,14,Dyson,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 14,14,Davis,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 15,15,Toth,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 15,15,Hubert,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 17,17,Gerdes,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 17,17,Glass,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 18,18,Holt,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 18,18,Bailes,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 18,18,Missick,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 19,19,Troxclair,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 19,19,Biedermann,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 19,19,Campos,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 2,2,Money,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 2,2,Dutton,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 20,20,Wilson,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 20,20,Chapa,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 21,21,Covey,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 21,21,Phelan,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 21,21,Davis,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 24,24,Bonnen,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 24,24,Ramirez,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 26,26,Morgan,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 26,26,Jetton,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 26,26,Huang,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 28,28,Gates,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 28,28,Mathews,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 29,29,Barry,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 29,29,Kamkar,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 29,29,Pacheco,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 29,29,Perez,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 30,30,Bauknight,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 30,30,Louderback,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 30,30,Hicks-Callaway,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 30,30,Baldwin,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 33,33,Pierson,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 33,33,Holland,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 33,33,London,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 4,4,Bell,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 4,4,Feuerstein,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 44,44,Schoolcraft,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 44,44,Kuempel,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 44,44,Switzer,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 44,44,Freimarck,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 5,5,Hefner,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 5,5,Fletcher,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 5,5,Collier,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 53,53,Virdell,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 53,53,Smith,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 55,55,Hickland,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 55,55,Shine,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 55,55,Ford,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 55,55,Estrada,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 56,56,Curry,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 56,56,Duke,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 58,58,Kerwin,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 58,58,Burns,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 58,58,Laird,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 60,60,Olcott,R,N,NA,NA,TRUE,NA,NA
2024,State Rep 60,60,Rogers,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 61,61,Richardson,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 61,61,Frazier,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 61,61,Branch,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 62,62,Luther,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 62,62,Smith,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 63,63,Bumgarner,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 63,63,Gallo,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 63,63,Andino,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 64,64,Hopper,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 64,64,Stucky,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 64,64,Hays,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 65,65,Little,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 65,65,Thimesch,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 66,66,Shaheen,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 66,66,Richard,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 67,67,Leach,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 67,67,Meis,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 68,68,Spiller,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 68,68,Kingsbery,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 7,7,Dean,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 7,7,McDaniel,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 7,7,Walters,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 70,70,Kinard,R,N,NA,NA,TRUE,NA,FALSE
2024,State Rep 70,70,Collins,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 71,71,Lambert,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 71,71,Case,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 72,72,Darby,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 72,72,Bradley,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 74,74,Garza,R,N,NA,NA,TRUE,NA,FALSE
2024,State Rep 74,74,McLeon,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 76,76,Kanwal,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 76,76,Simmons,R,N,NA,NA,FALSE,NA,FALSE
2024,State Rep 76,76,David,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 8,8,Harris,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 8,8,Curtis,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 80,80,McLaughlin,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 80,80,Ramirez,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 80,80,Powell,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 83,83,Burrows,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 83,83,Cowan,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 85,85,Kitzman,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 85,85,Greeson,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 86,86,Smithee,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 86,86,Haynes,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 87,87,Fairly,R,N,NA,NA,TRUE,NA,TRUE
2024,State Rep 87,87,Bulla,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 87,87,Beyea,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 87,87,Quackenbsh,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 88,88,King,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 88,88,Post,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 89,89,Noble,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 89,89,George,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 9,9,Ashby,R,Y,NA,NA,TRUE,NA,NA
2024,State Rep 9,9,Carson,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 91,91,Klick,R,Y,NA,NA,FALSE,NA,NA
2024,State Rep 91,91,Lowe,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 91,91,Ramirez,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 97,97,Bean,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 97,97,McQueeney,R,N,NA,NA,FALSE,NA,TRUE
2024,State Rep 97,97,Robnett,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 98,98,Capriglione,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 98,98,Schofield,R,N,NA,NA,FALSE,NA,NA
2024,State Rep 99,99,Geren,R,Y,NA,NA,TRUE,NA,TRUE
2024,State Rep 99,99,Reynolds,R,N,NA,NA,FALSE,NA,NA
2016,State Rep 10,10,Wray,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 10,10,Richter,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 100,100,Johnson,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 100,100,Marcus,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 101,101,Turner,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 101,101,Garza,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 102,102,Koop,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 102,102,Irvin,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 105,105,Anderson,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 105,105,Meza,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 106,106,Caston,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 107,107,Neave,D,N,NA,NA,NA,NA,TRUE
2016,State Rep 107,107,Sheets,R,Y,NA,NA,NA,NA,FALSE
2016,State Rep 108,108,Meyer,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 108,108,Smith,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 109,109,Giddings,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 109,109,Russell,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 11,11,Wright,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 111,111,Davis,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 111,111,Jackson,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 112,112,Blackshear,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 113,113,Bowers,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 114,114,Burke,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 114,114,Holan,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 115,115,Ocker,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 117,117,Cortez,D,N,NA,NA,NA,NA,TRUE
2016,State Rep 117,117,Galindo,R,Y,NA,NA,NA,NA,FALSE
2016,State Rep 117,117,Raymond,W,N,NA,NA,NA,NA,FALSE
2016,State Rep 120,120,Thompson,I,Y,NA,NA,NA,NA,FALSE
2016,State Rep 126,126,Roberts,R,N,NA,NA,NA,NA,TRUE
2016,State Rep 126,126,Moquin,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 127,127,Ford,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 127,127,McElligott,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 128,128,Lowder,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 13,13,Schubert,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 13,13,Webster,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 132,132,Schofield,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 132,132,Kurtz,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 134,134,Rose,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 134,134,Velasquez,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 135,135,Elkins,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 135,135,Ybanez,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 136,136,Dale,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 136,136,Gordon,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 137,137,Baker,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 137,137,Biggs,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 144,144,Pena,R,Y,NA,NA,NA,NA,FALSE
2016,State Rep 146,146,Thierry,D,N,NA,NA,NA,NA,TRUE
2016,State Rep 146,146,Owens,W,N,NA,NA,NA,NA,FALSE
2016,State Rep 147,147,Coleman,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 147,147,Murphy,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 147,147,Harrison,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 149,149,Chu,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 150,150,Kelly,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 18,18,Nagel,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 23,23,Faircloth,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 23,23,Criss,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 26,26,Miller,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 26,26,DeMerchant,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 29,29,Thompson,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 29,29,Floyd,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 33,33,Donaldson,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 40,40,Canales,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 40,40,De Leon,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 41,41,Guerra,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 41,41,Garza DeShazo,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 43,43,Lozano,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 43,43,Garcia-Utley,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 44,44,Kuempel,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 44,44,Bohmfalk,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 46,46,Dukes,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 46,46,Nila,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 46,46,Ludlow,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 46,46,Greeley,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 47,47,Jordan,D,N,NA,NA,NA,NA,FALSE
