year,election,district,winner,winner_party,winner_inc,winner_pct,runner_up,runner_up_party,runner_up_inc,runner_up_pct,winning_margin,flg_5,flg_10
2018,General,30,Morrison,R,Y,74.7,Hayter,D,N,25.3,49.4,FALSE,FALSE
2018,General,33,Holland,R,Y,65.02,Gunn,D,N,34.98,30.04,FALSE,FALSE
2018,General,34,Herrero,D,Y,61.11,Hale,R,N,38.89,22.22,FALSE,FALSE
2018,General,41,Guerra,D,Y,61.49,Garza DeShazo,R,N,38.51,22.98,FALSE,FALSE
2018,General,42,Raymond,D,Y,74.31,De La Garza,R,N,25.69,48.62,FALSE,FALSE
2018,General,43,Lozano,R,Y,61.12,Miller,D,N,38.88,22.24,FALSE,FALSE
2018,General,44,Kuempel,R,Y,68.64,Rodgers,D,N,31.36,37.28,FALSE,FALSE
2018,General,45,Zwiener,D,N,51.6,Strange,R,N,48.4,3.2,TRUE,TRUE
2018,General,46,Cole,D,N,82.23,Nila,R,N,14.95,67.28,FALSE,FALSE
2018,General,47,Goodwin,D,N,52.4,Workman,R,Y,47.6,4.8,TRUE,TRUE
2018,General,49,Hinojosa,D,Y,83,Austin,R,N,17,66,FALSE,FALSE
2018,General,52,Talarico,D,N,51.73,Flores,R,N,48.27,3.46,TRUE,TRUE
2018,General,53,Murr,R,Y,78.55,Ertel,D,N,21.45,57.1,FALSE,FALSE
2018,General,54,Buckley,R,N,53.8,Richerson,D,N,46.2,7.6,FALSE,TRUE
2018,General,56,Anderson,R,Y,65.78,Turner-Pearson,D,N,34.22,31.56,FALSE,FALSE
2018,General,57,Ashby,R,Y,79.04,Rogers,D,N,20.96,58.08,FALSE,FALSE
2018,General,62,Smith,R,N,76.16,Hefner,D,N,21.9,54.26,FALSE,FALSE
2018,General,63,Parker,R,Y,67.12,Haines,D,N,32.88,34.24,FALSE,FALSE
2018,General,64,Stucky,R,Y,52.81,Morris,D,N,44.49,8.32,FALSE,TRUE
2018,General,65,Beckley,D,N,51.16,Simmons,R,Y,48.84,2.32,TRUE,TRUE
2018,General,66,Shaheen,R,Y,50.29,Hirsch,D,N,49.71,0.58,TRUE,TRUE
2018,General,67,Leach,R,Y,51.15,Depew,D,N,48.85,2.3,TRUE,TRUE
2018,General,70,Sanford,R,Y,61.75,Luton,D,N,38.25,23.5,FALSE,FALSE
2018,General,71,Lambert,R,Y,78.05,Hatton,D,N,21.95,56.1,FALSE,FALSE
2018,General,73,Biedermann,R,Y,74.78,Phillips,D,N,25.22,49.56,FALSE,FALSE
2018,General,78,Moody,D,Y,65.24,Lane,R,N,34.76,30.48,FALSE,FALSE
2018,General,81,Landgraf,R,Y,74.99,Gamboa,D,N,25.01,49.98,FALSE,FALSE
2018,General,82,Craddick,R,Y,80.13,Bounds,D,N,19.87,60.26,FALSE,FALSE
2018,General,83,Burrows,R,Y,77.32,Landry,D,N,22.68,54.64,FALSE,FALSE
2018,General,84,Frullo,R,Y,60.15,Fields,D,N,39.85,20.3,FALSE,FALSE
2018,General,85,Stephenson,R,Y,56.48,Cantu,D,N,43.52,12.96,FALSE,FALSE
2018,General,86,Smithee,R,Y,82.13,Purcell,D,N,17.87,64.26,FALSE,FALSE
2018,General,88,King,R,Y,83.75,Barron,D,N,16.25,67.5,FALSE,FALSE
2018,General,89,Noble,R,N,59.54,Ash,D,N,40.46,19.08,FALSE,FALSE
2018,General,91,Klick,R,Y,63.48,Sims,D,N,36.52,26.96,FALSE,FALSE
2018,General,92,Stickland,R,Y,49.82,Riddell,D,N,47.43,2.39,TRUE,TRUE
2018,General,93,Krause,R,Y,53.87,Bean,D,N,46.13,7.74,FALSE,TRUE
2018,General,94,Tinderholt,R,Y,52.49,Jones,D,N,43.91,8.58,FALSE,TRUE
2018,General,95,Collier,D,Y,76.51,West,R,N,21.78,54.73,FALSE,FALSE
2018,General,96,Zedler,R,Y,50.84,Ray,D,N,47.21,3.63,TRUE,TRUE
2018,General,97,Goldman,R,Y,53.19,McLaughlin,D,N,44.86,8.33,FALSE,TRUE
2018,General,98,Capriglione,R,Y,68.25,Ringo,D,N,29.34,38.91,FALSE,FALSE
2018,General,99,Geren,R,Y,64.31,Stackhouse,D,N,35.69,28.62,FALSE,FALSE
2018,General,101,Turner,D,Y,87.39,Allen,L,N,12.61,74.78,FALSE,FALSE
2018,General,102,Ramos,D,N,52.88,Koop,R,Y,47.12,5.76,FALSE,TRUE
2018,General,103,Anchia,D,Y,78.25,Fortenberry,R,N,21.75,56.5,FALSE,FALSE
2018,General,105,Meza,D,N,54.74,Anderson,R,Y,45.26,9.48,FALSE,TRUE
2018,General,106,Patterson,R,N,58.31,Thompson,D,N,41.69,16.62,FALSE,FALSE
2018,General,107,Neave,D,Y,57.1,Metzger,R,N,42.9,14.2,FALSE,FALSE
2018,General,108,Meyer,R,Y,50.14,Cattanach,D,N,49.86,0.28,TRUE,TRUE
2018,General,112,Chen Button,R,Y,51.04,Chambers,D,N,48.96,2.08,TRUE,TRUE
2018,General,113,Bowers,D,N,53.48,Boos,R,N,46.52,6.96,FALSE,TRUE
2018,General,114,Turner,D,N,55.65,Luby Ryan,R,N,44.35,11.3,FALSE,FALSE
2018,General,115,Johnson,D,N,56.79,Rinaldi,R,Y,43.21,13.58,FALSE,FALSE
2018,General,116,Martinez Fischer,D,N,70.4,Padron,R,N,29.6,40.8,FALSE,FALSE
2018,General,117,Cortez,D,Y,57.39,Berlanga,R,N,42.61,14.78,FALSE,FALSE
2018,General,118,Pacheco,D,N,58.05,Lujan,R,N,41.95,16.1,FALSE,FALSE
2018,General,120,Gervin-Hawkins,D,Y,68.37,Payne,R,N,31.63,36.74,FALSE,FALSE
2018,General,121,Allison,R,N,53.17,Montoya,D,N,44.73,8.44,FALSE,TRUE
2018,General,122,Larson,R,Y,61.93,Barnett,D,N,38.07,23.86,FALSE,FALSE
2018,General,124,Minjarez,D,Y,67.64,Arredondo,R,N,32.36,35.28,FALSE,FALSE
2018,General,125,Rodriguez,D,Y,81.38,Pina,L,N,18.62,62.76,FALSE,FALSE
2018,General,126,Harless,R,N,54.84,Hurtado,D,N,45.16,9.68,FALSE,TRUE
2018,General,127,Huberty,R,Y,80.24,Woods,L,N,19.76,60.48,FALSE,FALSE
2018,General,129,Paul,R,Y,56.51,Karjeker,D,N,41.82,14.69,FALSE,FALSE
2018,General,130,Oliverson,R,Y,68.44,Infortunio,D,N,29.68,38.76,FALSE,FALSE
2018,General,131,Allen,D,Y,85.81,Ali,R,N,14.19,71.62,FALSE,FALSE
2018,General,132,Calanni,D,N,49.26,Schofield,R,Y,49.09,0.17,TRUE,TRUE
2018,General,133,Murphy,R,Y,58.11,Schexnayder,D,N,41.89,16.22,FALSE,FALSE
2018,General,134,Davis,R,Y,53.17,Sawyer,D,N,46.83,6.34,FALSE,TRUE
2018,General,135,Rosenthal,D,N,50.81,Elkins,R,Y,47.65,3.16,TRUE,TRUE
2018,General,136,Bucy,D,N,53.37,Dale,R,Y,43.73,9.64,FALSE,TRUE
2018,General,137,Wu,D,Y,88.28,Sharp,L,N,11.72,76.56,FALSE,FALSE
2018,General,138,Bohac,R,Y,50.03,Milasincic,D,N,49.93,0.1,TRUE,TRUE
2018,General,139,Johnson,D,Y,92.79,Trojacek,L,N,7.21,85.58,FALSE,FALSE
2018,General,144,Perez,D,Y,61.18,Villarreal,R,N,38.82,22.36,FALSE,FALSE
2018,General,145,Alvarado,D,Y,90.36,Hunt,L,N,9.64,80.72,FALSE,FALSE
2018,General,146,Thierry,D,Y,92.89,Campbell,L,N,7.11,85.78,FALSE,FALSE
2018,General,147,Coleman,D,Y,80.8,Wang,R,N,19.2,61.6,FALSE,FALSE
2018,General,148,Farrar,D,Y,67.91,McConnico,R,N,32.09,35.82,FALSE,FALSE
2018,General,149,Vo,D,Y,88.32,Close,L,N,11.68,76.64,FALSE,FALSE
2018,General,150,Swanson,R,Y,57.78,Kelly,D,N,42.22,15.56,FALSE,FALSE
2018,House District 13,13,Leman,R,N,43.19,Wolfskill,R,N,36.93,6.26,FALSE,TRUE
2018,House District 52,52,Talarico,D,N,50.89,Flores,R,N,49.11,1.78,TRUE,TRUE
2018,Republican Primary,2,Flynn,R,Y,51.71,Slaton,R,N,48.29,3.42,TRUE,TRUE
2018,Republican Primary,4,Spitzer,R,N,45.78,Bell,R,N,26.21,19.57,FALSE,FALSE
2018,Republican Primary,6,Schaefer,R,Y,73.28,Kamel,R,N,26.72,46.56,FALSE,FALSE
2018,Republican Primary,8,Harris,R,N,45.01,McNutt,R,N,39.38,5.63,FALSE,TRUE
2018,Republican Primary,9,Paddie,R,Y,63.92,Boersma,R,N,36.08,27.84,FALSE,FALSE
2018,Republican Primary,11,Clardy,R,Y,66.81,Ward,R,N,33.19,33.62,FALSE,FALSE
2018,Republican Primary,13,Wolfskill,R,N,38.45,Leman,R,N,36.29,2.16,TRUE,TRUE
2018,Republican Primary,14,Raney,R,Y,57.68,Laningham,R,N,23.59,34.09,FALSE,FALSE
2018,Republican Primary,15,Toth,R,N,78.38,Waters,R,N,21.62,56.76,FALSE,FALSE
2018,Republican Primary,18,Bailes,R,Y,59.14,Cook,R,N,40.86,18.28,FALSE,FALSE
2018,Republican Primary,23,Middleton,R,N,57.13,Faircloth,R,Y,42.87,14.26,FALSE,FALSE
2018,Republican Primary,25,Bonnen,R,Y,76.8,Rambo,R,N,23.2,53.6,FALSE,FALSE
2018,Republican Primary,45,Strange,R,N,54.79,Pearce,R,N,24.34,30.45,FALSE,FALSE
2018,Republican Primary,47,Workman,R,Y,59.52,Wiley,R,N,31.21,28.31,FALSE,FALSE
2018,Republican Primary,52,Flores,R,N,60.85,Story,R,N,22.39,38.46,FALSE,FALSE
2018,Republican Primary,54,Cosper,R,Y,44.6,Buckley,R,N,41.55,3.05,TRUE,TRUE
2018,Republican Primary,55,Shine,R,Y,60.11,Hall,R,N,21.42,38.69,FALSE,FALSE
2018,Republican Primary,59,Sheffield,R,Y,57.86,Evans,R,N,42.14,15.72,FALSE,FALSE
2018,Republican Primary,60,Lang,R,Y,58.37,Largent,R,N,38.48,19.89,FALSE,FALSE
2018,Republican Primary,62,Smith,R,N,45.84,Lawson,R,N,34.35,11.49,FALSE,FALSE
2018,Republican Primary,64,Stucky,R,Y,64.31,Roy,R,N,35.69,28.62,FALSE,FALSE
2018,Republican Primary,65,Simmons,R,Y,83.31,Simmons,R,N,16.69,66.62,FALSE,FALSE
2018,Republican Primary,73,Biedermann,R,Y,57.74,Campbell,R,N,42.26,15.48,FALSE,FALSE
2018,Republican Primary,87,Price,R,Y,78.43,Brassfield,R,N,21.57,56.86,FALSE,FALSE
2018,Republican Primary,88,King,R,Y,50.43,Huddleston,R,N,30.5,19.93,FALSE,FALSE
2018,Republican Primary,89,Noble,R,N,54.23,Payton,R,N,45.77,8.46,FALSE,TRUE
2018,Republican Primary,98,Capriglione,R,Y,62.71,Mizani,R,N,37.29,25.42,FALSE,FALSE
2018,Republican Primary,99,Geren,R,Y,56.82,French,R,N,43.18,13.64,FALSE,FALSE
2018,Republican Primary,102,Koop,R,Y,72.02,Carnahan,R,N,15.04,56.98,FALSE,FALSE
2018,Republican Primary,105,Anderson,R,Y,93.6,Mali,R,N,6.4,87.2,FALSE,FALSE
2018,Republican Primary,106,Patterson,R,N,53.97,Bedsole,R,N,46.03,7.94,FALSE,TRUE
2018,Republican Primary,107,Metzger,R,N,45.32,Ruzicka,R,N,27.34,17.98,FALSE,FALSE
2018,Republican Primary,113,Boos,R,N,54.44,Lauersdorf,R,N,27.54,26.9,FALSE,FALSE
2018,Republican Primary,114,Luby Ryan,R,N,53.11,Villalba,R,Y,46.89,6.22,FALSE,TRUE
2018,Republican Primary,117,Berlanga,R,N,72.15,Raymond,R,N,27.85,44.3,FALSE,FALSE
2018,Republican Primary,121,Beebe,R,N,29.56,Allison,R,N,26.34,3.22,TRUE,TRUE
2018,Republican Primary,122,Larson,R,Y,59.48,Fails,R,N,40.52,18.96,FALSE,FALSE
2018,Republican Primary,126,Harless,R,N,50.61,Fulton,R,N,35.86,14.75,FALSE,FALSE
2018,Republican Primary,127,Huberty,R,Y,82.86,Grant,R,N,17.14,65.72,FALSE,FALSE
2018,Republican Primary,134,Davis,R,Y,56.31,Dokupil,R,N,43.69,12.62,FALSE,FALSE
2018,Republican Primary,144,Villarreal,R,N,62.11,Pena,R,N,37.89,24.22,FALSE,FALSE
2018,Republican Primary,150,Swanson,R,Y,80,Wilson,R,N,20,60,FALSE,FALSE
2018,Republican Runoff,4,Bell,R,N,57.71,Spitzer,R,N,42.29,15.42,FALSE,FALSE
2018,Republican Runoff,8,Harris,R,N,56.98,McNutt,R,N,43.02,13.96,FALSE,FALSE
2018,Republican Runoff,13,Leman,R,N,57.3,Wolfskill,R,N,42.7,14.6,FALSE,FALSE
2018,Republican Runoff,54,Buckley,R,N,58.22,Cosper,R,Y,41.78,16.44,FALSE,FALSE
2018,Republican Runoff,62,Smith,R,N,71.2,Lawson,R,N,28.8,42.4,FALSE,FALSE
2018,Republican Runoff,107,Metzger,R,N,56,Ruzicka,R,N,44,12,FALSE,FALSE
2018,Republican Runoff,121,Allison,R,N,57.48,Beebe,R,N,42.52,14.96,FALSE,FALSE
2019,House Dist 125 (2nd),125,Lopez,D,N,58.42,Rangel,R,N,41.58,16.84,FALSE,FALSE
2019,House Dist 145 (2nd),145,Morales,D,N,60.77,Noriega,D,N,39.23,21.54,FALSE,FALSE
2019,House District 100,100,Birabil,D,N,33.2,Armstrong,D,N,20.76,12.44,FALSE,FALSE
2019,House District 125,125,Rangel,R,N,37.91,Lopez,D,N,19.49,18.42,FALSE,FALSE
2019,House District 145,145,Morales,D,N,35.84,Noriega,D,N,31.21,4.63,TRUE,TRUE
2019,House District 148,148,Eastman,D,N,20.34,LaRotta,R,N,15.85,4.49,TRUE,TRUE
2019,House District 28,28,Markowitz,D,N,39.06,Gates,R,N,28.45,10.61,FALSE,FALSE
2019,House District 79,79,Fierro,D,N,53.34,Noe,D,N,26.65,26.69,FALSE,FALSE
2020,Democratic Primary,14,Dudding,D,N,65.46,Rahman,D,N,34.54,30.92,FALSE,FALSE
2020,Democratic Primary,26,Lalani,D,N,31.69,DeMerchant,D,N,29.58,2.11,TRUE,TRUE
2020,Democratic Primary,27,Reynolds,D,Y,66.25,Ross,D,N,33.75,32.5,FALSE,FALSE
2020,Democratic Primary,36,Munoz,D,Y,68.16,Padron,D,N,31.84,36.32,FALSE,FALSE
2020,Democratic Primary,37,Dominguez,D,Y,51.46,Medina,D,N,48.54,2.92,TRUE,TRUE
2020,Democratic Primary,38,Lucio,D,Y,53.9,Gamez,D,N,46.1,7.8,FALSE,TRUE
2020,Democratic Primary,41,Guerra,D,Y,58.77,Gonzales,D,N,41.23,17.54,FALSE,FALSE
2020,Democratic Primary,45,Zwiener,D,Y,69.14,Posada,D,N,30.86,38.28,FALSE,FALSE
2020,Democratic Primary,51,Rodriguez,D,Y,79.45,Sanchez,D,N,20.55,58.9,FALSE,FALSE
2020,Democratic Primary,65,Beckley,D,Y,66.69,Dixon,D,N,33.31,33.38,FALSE,FALSE
2020,Democratic Primary,66,Hirsch,D,N,58.95,Garza Lopez,D,N,41.05,17.9,FALSE,FALSE
2020,Democratic Primary,67,Adair,D,N,32.91,Sanchez,D,N,27.03,5.88,FALSE,TRUE
2020,Democratic Primary,74,Morales,D,N,51.73,Cantu,D,N,27.2,24.53,FALSE,FALSE
2020,Democratic Primary,76,Ordaz Perez,D,N,56.4,Tamayo,D,N,43.6,12.8,FALSE,FALSE
2020,Democratic Primary,80,King,D,Y,66.56,Valdez,D,N,33.44,33.12,FALSE,FALSE
2020,Democratic Primary,83,Perry-Franks,D,N,54.05,Barrick,D,N,45.95,8.1,FALSE,TRUE
2020,Democratic Primary,89,Ash,D,N,54.53,Cocks,D,N,45.47,9.06,FALSE,TRUE
2020,Democratic Primary,92,Whitfield,D,N,56.3,Riddell,D,N,43.7,12.6,FALSE,FALSE
2020,Democratic Primary,97,Beck,D,N,88.77,Willis,D,N,11.23,77.54,FALSE,FALSE
2020,Democratic Primary,100,Birabil,D,N,29.33,Crockett,D,N,25.89,3.44,TRUE,TRUE
2020,Democratic Primary,108,Cattanach,D,N,58.18,Terry,D,N,26.59,31.59,FALSE,FALSE
2020,Democratic Primary,109,Sherman,D,Y,61.84,Graham,D,N,38.16,23.68,FALSE,FALSE
2020,Democratic Primary,116,Martinez Fischer,D,Y,81.12,Bohl,D,N,18.88,62.24,FALSE,FALSE
2020,Democratic Primary,119,Campos,D,N,46.05,Ramos,D,N,43.77,2.28,TRUE,TRUE
2020,Democratic Primary,121,Montoya,D,N,68.65,Moyer DeFelice,D,N,22.82,45.83,FALSE,FALSE
2020,Democratic Primary,126,Hurtado,D,N,78.64,Fizer,D,N,21.36,57.28,FALSE,FALSE
2020,Democratic Primary,128,Williams,D,N,72.45,Markle,D,N,27.55,44.9,FALSE,FALSE
2020,Democratic Primary,131,Allen,D,Y,78.41,Patton,D,N,10.91,67.5,FALSE,FALSE
2020,Democratic Primary,134,Johnson,D,N,68.46,Powers,D,N,19.59,48.87,FALSE,FALSE
2020,Democratic Primary,138,Bacy,D,N,46.77,Pool,D,N,29.2,17.57,FALSE,FALSE
2020,Democratic Primary,139,Johnson,D,Y,64.28,Thibodeaux,D,N,35.72,28.56,FALSE,FALSE
2020,Democratic Primary,141,Thompson,D,Y,80.51,Franklyn,D,N,19.49,61.02,FALSE,FALSE
2020,Democratic Primary,142,Dutton,D,Y,45.28,Davis,D,N,25.31,19.97,FALSE,FALSE
2020,Democratic Primary,146,Thierry,D,Y,67.34,Woods,D,N,32.66,34.68,FALSE,FALSE
2020,Democratic Primary,147,Coleman,D,Y,61.5,Wagner,D,N,29.2,32.3,FALSE,FALSE
2020,Democratic Primary,148,Eastman,D,N,41.57,Morales Shaw,D,N,22.08,19.49,FALSE,FALSE
2020,Democratic Runoff,26,DeMerchant,D,N,52.35,Lalani,D,N,47.65,4.7,TRUE,TRUE
2020,Democratic Runoff,67,Sanchez,D,N,51.05,Adair,D,N,48.95,2.1,TRUE,TRUE
2020,Democratic Runoff,100,Crockett,D,N,50.44,Birabil,D,Y,49.56,0.88,TRUE,TRUE
2020,Democratic Runoff,119,Campos,D,N,56.09,Ramos,D,N,43.91,12.18,FALSE,FALSE
2020,Democratic Runoff,138,Bacy,D,N,79.25,Pool,D,N,20.75,58.5,FALSE,FALSE
2020,Democratic Runoff,142,Dutton,D,Y,52.27,Davis,D,N,47.73,4.54,TRUE,TRUE
2020,Democratic Runoff,148,Morales Shaw,D,N,51.19,Eastman,D,Y,48.81,2.38,TRUE,TRUE
2020,General,2,Slaton,R,N,81.29,Brannon,D,N,18.71,62.58,FALSE,FALSE
2020,General,3,Bell,R,Y,77.35,Shupp,D,N,22.65,54.7,FALSE,FALSE
2020,General,4,Bell,R,Y,79.08,Sprabary,L,N,20.92,58.16,FALSE,FALSE
2020,General,5,Hefner,R,Y,79.97,Prince,D,N,20.03,59.94,FALSE,FALSE
2020,General,6,Schaefer,R,Y,68.16,Gobble,D,N,31.84,36.32,FALSE,FALSE
2020,General,8,Harris,R,Y,85.91,Adams,L,N,14.09,71.82,FALSE,FALSE
2020,General,10,Ellzey,R,N,75.83,Savino,L,N,24.17,51.66,FALSE,FALSE
2020,General,11,Clardy,R,Y,75.75,Johnson,D,N,24.25,51.5,FALSE,FALSE
2020,General,14,Raney,R,Y,57.53,Dudding,D,N,42.47,15.06,FALSE,FALSE
2020,General,15,Toth,R,Y,66.47,Perez McGill,D,N,33.53,32.94,FALSE,FALSE
2020,General,17,Cyrier,R,Y,63.6,Eden,D,N,36.4,27.2,FALSE,FALSE
2020,General,20,Wilson,R,Y,71.41,Tiedt,D,N,28.59,42.82,FALSE,FALSE
2020,General,22,Deshotel,D,Y,68.27,Randle,R,N,31.73,36.54,FALSE,FALSE
2020,General,23,Middleton,R,Y,60.17,Antonelli,D,N,39.83,20.34,FALSE,FALSE
2020,General,24,Bonnen,R,Y,69.92,Rogers,D,N,27.57,42.35,FALSE,FALSE
2020,General,25,Vasut,R,N,71.57,Henry,D,N,28.43,43.14,FALSE,FALSE
2020,General,26,Jetton,R,N,51.79,DeMerchant,D,N,48.21,3.58,TRUE,TRUE
2020,General,27,Reynolds,D,Y,67.81,Virippan,R,N,32.19,35.62,FALSE,FALSE
2020,General,28,Gates,R,Y,55.27,Markowitz,D,N,44.73,10.54,FALSE,FALSE
2020,General,29,Thompson,R,Y,56.69,Boldt,D,N,43.31,13.38,FALSE,FALSE
2020,General,31,Guillen,D,Y,58.41,Knowlton,R,N,41.59,16.82,FALSE,FALSE
2020,General,32,Hunter,R,Y,61.14,Holguin,D,N,38.86,22.28,FALSE,FALSE
2020,General,33,Holland,R,Y,64.95,Rose,D,N,35.05,29.9,FALSE,FALSE
2020,General,34,Herrero,D,Y,59.49,Hernandez,R,N,40.51,18.98,FALSE,FALSE
2020,General,41,Guerra,D,Y,57.87,Guerra,R,N,42.13,15.74,FALSE,FALSE
2020,General,44,Kuempel,R,Y,67.42,Bohmfalk,D,N,29.48,37.94,FALSE,FALSE
2020,General,45,Zwiener,D,Y,50.53,Isaac,R,N,49.47,1.06,TRUE,TRUE
2020,General,47,Goodwin,D,Y,49.27,Berry,R,N,48.28,0.99,TRUE,TRUE
2020,General,48,Howard,D,Y,70.1,Strieber,R,N,29.9,40.2,FALSE,FALSE
2020,General,49,Hinojosa,D,Y,78.85,Meyer,R,N,17.96,60.89,FALSE,FALSE
2020,General,50,Israel,D,Y,68.78,Delarose,R,N,31.22,37.56,FALSE,FALSE
2020,General,51,Rodriguez,D,Y,82.66,Reynolds,R,N,17.34,65.32,FALSE,FALSE
2020,General,52,Talarico,D,Y,51.44,Valdez,R,N,48.56,2.88,TRUE,TRUE
2020,General,53,Murr,R,Y,78.2,Herrera,D,N,21.8,56.4,FALSE,FALSE
2020,General,54,Buckley,R,Y,53.39,Williams,D,N,46.61,6.78,FALSE,TRUE
2020,General,56,Anderson,R,Y,67.29,Turner-Pearson,D,N,32.71,34.58,FALSE,FALSE
2020,General,57,Ashby,R,Y,79.45,Rogers,D,N,20.55,58.9,FALSE,FALSE
2020,General,58,Burns,R,Y,79.04,Rocha,D,N,20.96,58.08,FALSE,FALSE
2020,General,61,King,R,Y,82.95,Cox,D,N,14.16,68.79,FALSE,FALSE
2020,General,62,Smith,R,Y,78.59,Thomas,D,N,21.41,57.18,FALSE,FALSE
2020,General,63,Parker,R,Y,67.42,Peeler,D,N,32.58,34.84,FALSE,FALSE
2020,General,64,Stucky,R,Y,54.95,Brewer,D,N,45.05,9.9,FALSE,TRUE
2020,General,65,Beckley,D,Y,51.51,Thimesch,R,N,48.49,3.02,TRUE,TRUE
2020,General,66,Shaheen,R,Y,49.56,Hirsch,D,N,48.58,0.98,TRUE,TRUE
2020,General,67,Leach,R,Y,51.71,Sanchez,D,N,48.29,3.42,TRUE,TRUE
2020,General,68,Springer,R,Y,85.47,Ledbetter,D,N,14.53,70.94,FALSE,FALSE
2020,General,70,Sanford,R,Y,61.85,Bado,D,N,38.15,23.7,FALSE,FALSE
2020,General,71,Lambert,R,Y,78.85,Hatton,D,N,21.15,57.7,FALSE,FALSE
2020,General,73,Biedermann,R,Y,74.83,Phillips,D,N,25.17,49.66,FALSE,FALSE
2020,General,74,Morales,D,N,54.4,Falcon,R,N,45.6,8.8,FALSE,TRUE
2020,General,78,Moody,D,Y,61.65,Lane,R,N,38.35,23.3,FALSE,FALSE
2020,General,83,Burrows,R,Y,79.29,Perry-Franks,D,N,20.71,58.58,FALSE,FALSE
2020,General,84,Frullo,R,Y,61.22,Gibson,D,N,38.78,22.44,FALSE,FALSE
2020,General,85,Stephenson,R,Y,56.44,Cardenas,D,N,41.15,15.29,FALSE,FALSE
2020,General,89,Noble,R,Y,59.04,Ash,D,N,38.45,20.59,FALSE,FALSE
2020,General,90,Romero,D,Y,72.4,Camacho,R,N,27.6,44.8,FALSE,FALSE
2020,General,91,Klick,R,Y,63.87,Sims,D,N,36.13,27.74,FALSE,FALSE
2020,General,92,Cason,R,N,50.87,Whitfield,D,N,47.2,3.67,TRUE,TRUE
2020,General,93,Krause,R,Y,54.47,Bean,D,N,45.53,8.94,FALSE,TRUE
2020,General,94,Tinderholt,R,Y,50.97,Simmons,D,N,45.9,5.07,FALSE,TRUE
2020,General,96,Cook,R,N,51.22,Drago,D,N,46.1,5.12,FALSE,TRUE
2020,General,97,Goldman,R,Y,52.55,Beck,D,N,45.19,7.36,FALSE,TRUE
2020,General,98,Capriglione,R,Y,67.85,Edmondson,D,N,32.15,35.7,FALSE,FALSE
2020,General,102,Ramos,D,Y,53.94,Koop,R,N,46.06,7.88,FALSE,TRUE
2020,General,103,Anchia,D,Y,74.56,Fortenberry,R,N,25.44,49.12,FALSE,FALSE
2020,General,105,Meza,D,Y,54.96,Hernandez,R,N,42.03,12.93,FALSE,FALSE
2020,General,106,Patterson,R,Y,58.51,Skidonenko,D,N,41.49,17.02,FALSE,FALSE
2020,General,107,Neave,D,Y,56.5,Smith,R,N,43.5,13,FALSE,FALSE
2020,General,108,Meyer,R,Y,49.65,Cattanach,D,N,48.03,1.62,TRUE,TRUE
2020,General,109,Sherman,D,Y,83.28,Allen,R,N,16.72,66.56,FALSE,FALSE
2020,General,112,Button,R,Y,48.92,Chambers,D,N,48.59,0.33,TRUE,TRUE
2020,General,113,Bowers,D,Y,51.77,Douglas,R,N,48.23,3.54,TRUE,TRUE
2020,General,114,Turner,D,Y,53.65,Del Rosal,R,N,46.35,7.3,FALSE,TRUE
2020,General,115,Johnson,D,Y,56.9,Brownlee,R,N,43.1,13.8,FALSE,FALSE
2020,General,116,Martinez Fischer,D,Y,69.12,Litoff,R,N,30.88,38.24,FALSE,FALSE
2020,General,117,Cortez,D,Y,54.85,Raymond,R,N,41.29,13.56,FALSE,FALSE
2020,General,118,Pacheco,D,Y,56.75,Salyer,R,N,39.92,16.83,FALSE,FALSE
2020,General,119,Campos,D,N,61.67,Garza,R,N,34.72,26.95,FALSE,FALSE
2020,General,120,Gervin-Hawkins,D,Y,65.81,Payne,R,N,30.98,34.83,FALSE,FALSE
2020,General,121,Allison,R,Y,53.45,Montoya,D,N,46.55,6.9,FALSE,TRUE
2020,General,122,Larson,R,Y,59.63,Barnett,D,N,40.37,19.26,FALSE,FALSE
2020,General,125,Lopez,D,Y,79.8,Valdivia,L,N,20.2,59.6,FALSE,FALSE
2020,General,126,Harless,R,Y,53.32,Hurtado,D,N,46.68,6.64,FALSE,TRUE
2020,General,127,Huberty,R,Y,70.26,Antoniou,L,N,29.74,40.52,FALSE,FALSE
2020,General,128,Cain,R,Y,68.39,Williams,D,N,31.61,36.78,FALSE,FALSE
2020,General,129,Paul,R,Y,58.93,Alix,D,N,41.07,17.86,FALSE,FALSE
2020,General,130,Oliverson,R,Y,69,Henry,D,N,31,38,FALSE,FALSE
2020,General,132,Schofield,R,N,51.82,Calanni,D,Y,48.07,3.75,TRUE,TRUE
2020,General,133,Murphy,R,Y,57.17,Moore,D,N,41.15,16.02,FALSE,FALSE
2020,General,134,Johnson,D,N,52.27,Davis,R,Y,47.73,4.54,TRUE,TRUE
2020,General,135,Rosenthal,D,Y,49.06,Ray,R,N,48.66,0.4,TRUE,TRUE
2020,General,136,Bucy,D,Y,53.3,Guevara,R,N,43.08,10.22,FALSE,FALSE
2020,General,137,Wu,D,Y,81.48,Sharp,L,N,18.52,62.96,FALSE,FALSE
2020,General,138,Hull,R,N,51.64,Bacy,D,N,48.36,3.28,TRUE,TRUE
2020,General,139,Johnson,D,Y,85.88,Trojacek,L,N,14.12,71.76,FALSE,FALSE
2020,General,142,Dutton,D,Y,74.77,Rowe,R,N,25.23,49.54,FALSE,FALSE
