County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Travis,453,0121,4530121,8723,State Rep 50,Israel,,N,0
Travis,453,0124,4530124,8726,State Rep 50,Israel,,N,0
Travis,453,0132,4530132,8732,State Rep 50,Israel,,N,64
Travis,453,0133,4530133,8733,State Rep 50,Israel,,N,96
Travis,453,0134,4530134,8734,State Rep 50,Israel,,N,59
Travis,453,0135,4530135,8735,State Rep 50,Israel,,N,71
Travis,453,0136,4530136,8736,State Rep 50,Israel,,N,117
Travis,453,0137,4530137,8737,State Rep 50,Israel,,N,110
Travis,453,0138,4530138,8738,State Rep 50,Israel,,N,150
Travis,453,0140,4530140,8739,State Rep 50,Israel,,N,6
Travis,453,0141,4530141,8740,State Rep 50,Israel,,N,90
Travis,453,0142,4530142,8741,State Rep 50,Israel,,N,0
Travis,453,0145,4530145,8744,State Rep 50,Israel,,N,17
Travis,453,0146,4530146,8745,State Rep 50,Israel,,N,15
Travis,453,0150a,4530150a,8746,State Rep 50,Israel,,N,25
Travis,453,0150b,4530150b,8747,State Rep 50,Israel,,N,0
Travis,453,0151a,4530151a,8748,State Rep 50,Israel,,N,21
Travis,453,0151b,4530151b,8749,State Rep 50,Israel,,N,0
Travis,453,0152,4530152,8750,State Rep 50,Israel,,N,45
Travis,453,0153,4530153,8751,State Rep 50,Israel,,N,50
Travis,453,0154a,4530154a,8752,State Rep 50,Israel,,N,43
Travis,453,0154b,4530154b,8753,State Rep 50,Israel,,N,0
Travis,453,0155,4530155,8754,State Rep 50,Israel,,N,43
Travis,453,0156,4530156,8755,State Rep 50,Israel,,N,21
Travis,453,0160,4530160,8756,State Rep 50,Israel,,N,36
Travis,453,0161,4530161,8757,State Rep 50,Israel,,N,27
Travis,453,0162,4530162,8758,State Rep 50,Israel,,N,59
Travis,453,0163,4530163,8759,State Rep 50,Israel,,N,48
Travis,453,0164,4530164,8760,State Rep 50,Israel,,N,88
Travis,453,0170,4530170,8762,State Rep 50,Israel,,N,19
Travis,453,0171,4530171,8763,State Rep 50,Israel,,N,23
Travis,453,0173,4530173,8765,State Rep 50,Israel,,N,66
Travis,453,0174,4530174,8766,State Rep 50,Israel,,N,4
Travis,453,0180,4530180,8771,State Rep 50,Israel,,N,0
Travis,453,0183,4530183,8774,State Rep 50,Israel,,N,0
Travis,453,0186,4530186,8777,State Rep 50,Israel,,N,44
Travis,453,0190,4530190,8778,State Rep 50,Israel,,N,27
Travis,453,0191,4530191,8779,State Rep 50,Israel,,N,185
Travis,453,0192,4530192,8780,State Rep 50,Israel,,N,102
Travis,453,0193,4530193,8781,State Rep 50,Israel,,N,61
Travis,453,0194,4530194,8782,State Rep 50,Israel,,N,55
Travis,453,0246,4530246,8820,State Rep 50,Israel,,N,36
Travis,453,0247,4530247,8821,State Rep 50,Israel,,N,77
Travis,453,0250,4530250,8822,State Rep 50,Israel,,N,91
Travis,453,0251,4530251,8823,State Rep 50,Israel,,N,56
Travis,453,0252,4530252,8824,State Rep 50,Israel,,N,16
Travis,453,0254,4530254,8826,State Rep 50,Israel,,N,180
Travis,453,0255,4530255,8827,State Rep 50,Israel,,N,151
Travis,453,0256,4530256,8828,State Rep 50,Israel,,N,156
Travis,453,0261,4530261,8830,State Rep 50,Israel,,N,30
Travis,453,0262,4530262,8831,State Rep 50,Israel,,N,219
