County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Bexar,29,1072,291072,322,State Rep 125,Huerta,D,N,0
Bexar,29,1088,291088,338,State Rep 125,Huerta,D,N,5
Bexar,29,2011,292011,423,State Rep 125,Huerta,D,N,18
Bexar,29,2012,292012,424,State Rep 125,Huerta,D,N,19
Bexar,29,2015,292015,427,State Rep 125,Huerta,D,N,17
Bexar,29,2016,292016,428,State Rep 125,Huerta,D,N,1
Bexar,29,2017,292017,429,State Rep 125,Huerta,D,N,6
Bexar,29,2019,292019,431,State Rep 125,Huerta,D,N,7
Bexar,29,2020,292020,432,State Rep 125,Huerta,D,N,25
Bexar,29,2021,292021,433,State Rep 125,Huerta,D,N,21
Bexar,29,2022,292022,434,State Rep 125,Huerta,D,N,29
Bexar,29,2023,292023,435,State Rep 125,Huerta,D,N,21
Bexar,29,2024,292024,436,State Rep 125,Huerta,D,N,14
Bexar,29,2029,292029,441,State Rep 125,Huerta,D,N,3
Bexar,29,2030,292030,442,State Rep 125,Huerta,D,N,3
Bexar,29,2032,292032,444,State Rep 125,Huerta,D,N,3
Bexar,29,2037,292037,449,State Rep 125,Huerta,D,N,1
Bexar,29,2040,292040,452,State Rep 125,Huerta,D,N,31
Bexar,29,2041,292041,453,State Rep 125,Huerta,D,N,14
Bexar,29,2042,292042,454,State Rep 125,Huerta,D,N,16
Bexar,29,2049,292049,461,State Rep 125,Huerta,D,N,18
Bexar,29,2050,292050,462,State Rep 125,Huerta,D,N,22
Bexar,29,2061,292061,473,State Rep 125,Huerta,D,N,0
Bexar,29,2066,292066,479,State Rep 125,Huerta,D,N,5
Bexar,29,2069,292069,482,State Rep 125,Huerta,D,N,0
Bexar,29,2071,292071,484,State Rep 125,Huerta,D,N,3
Bexar,29,2074,292074,487,State Rep 125,Huerta,D,N,7
Bexar,29,2076,292076,489,State Rep 125,Huerta,D,N,1
Bexar,29,2077,292077,490,State Rep 125,Huerta,D,N,4
Bexar,29,2079,292079,492,State Rep 125,Huerta,D,N,1
Bexar,29,2084,292084,497,State Rep 125,Huerta,D,N,7
Bexar,29,2086,292086,499,State Rep 125,Huerta,D,N,5
Bexar,29,2087,292087,500,State Rep 125,Huerta,D,N,1
Bexar,29,2089,292089,502,State Rep 125,Huerta,D,N,5
Bexar,29,2090,292090,503,State Rep 125,Huerta,D,N,1
Bexar,29,2099,292099,512,State Rep 125,Huerta,D,N,3
Bexar,29,2101,292101,514,State Rep 125,Huerta,D,N,1
Bexar,29,2103,292103,516,State Rep 125,Huerta,D,N,1
Bexar,29,2108,292108,521,State Rep 125,Huerta,D,N,2
Bexar,29,2112,292112,525,State Rep 125,Huerta,D,N,3
Bexar,29,2126,292126,539,State Rep 125,Huerta,D,N,2
Bexar,29,2128,292128,541,State Rep 125,Huerta,D,N,9
Bexar,29,2130,292130,543,State Rep 125,Huerta,D,N,2
Bexar,29,2139,292139,552,State Rep 125,Huerta,D,N,2
Bexar,29,2140,292140,553,State Rep 125,Huerta,D,N,2
Bexar,29,2141,292141,554,State Rep 125,Huerta,D,N,3
Bexar,29,2143,292143,556,State Rep 125,Huerta,D,N,2
Bexar,29,2151,292151,564,State Rep 125,Huerta,D,N,0
Bexar,29,2157,292157,570,State Rep 125,Huerta,D,N,0
Bexar,29,2159,292159,572,State Rep 125,Huerta,D,N,0
Bexar,29,2161,292161,574,State Rep 125,Huerta,D,N,0
Bexar,29,2163,292163,576,State Rep 125,Huerta,D,N,4
Bexar,29,2164,292164,577,State Rep 125,Huerta,D,N,2
Bexar,29,2165,292165,578,State Rep 125,Huerta,D,N,1
Bexar,29,2166,292166,579,State Rep 125,Huerta,D,N,3
Bexar,29,2170,292170,583,State Rep 125,Huerta,D,N,6
Bexar,29,2171,292171,584,State Rep 125,Huerta,D,N,2
Bexar,29,2174,292174,587,State Rep 125,Huerta,D,N,8
Bexar,29,2176,292176,589,State Rep 125,Huerta,D,N,3
Bexar,29,1072,291072,322,State Rep 125,Rangel,R,N,24
Bexar,29,1088,291088,338,State Rep 125,Rangel,R,N,11
Bexar,29,2011,292011,423,State Rep 125,Rangel,R,N,7
Bexar,29,2012,292012,424,State Rep 125,Rangel,R,N,10
Bexar,29,2015,292015,427,State Rep 125,Rangel,R,N,8
Bexar,29,2016,292016,428,State Rep 125,Rangel,R,N,1
Bexar,29,2017,292017,429,State Rep 125,Rangel,R,N,7
