County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Ellis,139,1001,1391001,3255,State Rep 10,Harrison,R,N,34
Ellis,139,1002,1391002,3256,State Rep 10,Harrison,R,N,7
Ellis,139,1003,1391003,3257,State Rep 10,Harrison,R,N,89
Ellis,139,1004,1391004,3258,State Rep 10,Harrison,R,N,0
Ellis,139,1005,1391005,3259,State Rep 10,Harrison,R,N,165
Ellis,139,1006,1391006,3260,State Rep 10,Harrison,R,N,146
Ellis,139,1007,1391007,3261,State Rep 10,Harrison,R,N,112
Ellis,139,1008,1391008,3262,State Rep 10,Harrison,R,N,8
Ellis,139,1009,1391009,3263,State Rep 10,Harrison,R,N,167
Ellis,139,1010,1391010,3264,State Rep 10,Harrison,R,N,90
Ellis,139,1011,1391011,3265,State Rep 10,Harrison,R,N,136
Ellis,139,1012,1391012,3266,State Rep 10,Harrison,R,N,112
Ellis,139,1013,1391013,3267,State Rep 10,Harrison,R,N,80
Ellis,139,1014,1391014,3268,State Rep 10,Harrison,R,N,108
Ellis,139,1015,1391015,3269,State Rep 10,Harrison,R,N,124
Ellis,139,1016,1391016,3270,State Rep 10,Harrison,R,N,29
Ellis,139,1017,1391017,3271,State Rep 10,Harrison,R,N,141
Ellis,139,1018,1391018,3272,State Rep 10,Harrison,R,N,58
Ellis,139,1019,1391019,3273,State Rep 10,Harrison,R,N,109
Ellis,139,1020,1391020,3274,State Rep 10,Harrison,R,N,75
Ellis,139,1021,1391021,3275,State Rep 10,Harrison,R,N,56
Ellis,139,1022,1391022,3276,State Rep 10,Harrison,R,N,142
Ellis,139,1023,1391023,3277,State Rep 10,Harrison,R,N,0
Ellis,139,1024,1391024,3278,State Rep 10,Harrison,R,N,92
Ellis,139,1025,1391025,3279,State Rep 10,Harrison,R,N,151
Ellis,139,1026,1391026,3280,State Rep 10,Harrison,R,N,126
Ellis,139,1027,1391027,3281,State Rep 10,Harrison,R,N,154
Ellis,139,1028,1391028,3282,State Rep 10,Harrison,R,N,168
Ellis,139,1029,1391029,3283,State Rep 10,Harrison,R,N,13
Ellis,139,1030,1391030,3284,State Rep 10,Harrison,R,N,82
Ellis,139,1031,1391031,3285,State Rep 10,Harrison,R,N,27
Ellis,139,1032,1391032,3286,State Rep 10,Harrison,R,N,231
Ellis,139,1033,1391033,3287,State Rep 10,Harrison,R,N,132
Ellis,139,1034,1391034,3288,State Rep 10,Harrison,R,N,314
Ellis,139,1035,1391035,3289,State Rep 10,Harrison,R,N,97
