County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Anderson,1,0001,10001,1,SBOE 10,Bone,R,N,9
Anderson,1,0002,10002,2,SBOE 10,Bone,R,N,9
Anderson,1,0003,10003,3,SBOE 10,Bone,R,N,8
Anderson,1,0004,10004,4,SBOE 10,Bone,R,N,10
Anderson,1,0005,10005,5,SBOE 10,Bone,R,N,0
Anderson,1,0006,10006,6,SBOE 10,Bone,R,N,4
Anderson,1,0007,10007,7,SBOE 10,Bone,R,N,2
Anderson,1,0008,10008,8,SBOE 10,Bone,R,N,2
Anderson,1,0009,10009,9,SBOE 10,Bone,R,N,8
Anderson,1,0010,10010,10,SBOE 10,Bone,R,N,3
Anderson,1,0011,10011,11,SBOE 10,Bone,R,N,6
Anderson,1,0013,10013,12,SBOE 10,Bone,R,N,32
Anderson,1,0015,10015,13,SBOE 10,Bone,R,N,25
Anderson,1,0016,10016,14,SBOE 10,Bone,R,N,18
Anderson,1,0017,10017,15,SBOE 10,Bone,R,N,12
Anderson,1,0018,10018,16,SBOE 10,Bone,R,N,22
Anderson,1,0019,10019,17,SBOE 10,Bone,R,N,18
Anderson,1,0020,10020,18,SBOE 10,Bone,R,N,7
Anderson,1,0021,10021,19,SBOE 10,Bone,R,N,20
Anderson,1,0022,10022,20,SBOE 10,Bone,R,N,6
Anderson,1,0023,10023,21,SBOE 10,Bone,R,N,30
Anderson,1,0024,10024,22,SBOE 10,Bone,R,N,4
Anderson,1,0001,10001,1,SBOE 10,Maynard,R,Y,10
Anderson,1,0002,10002,2,SBOE 10,Maynard,R,Y,23
Anderson,1,0003,10003,3,SBOE 10,Maynard,R,Y,5
Anderson,1,0004,10004,4,SBOE 10,Maynard,R,Y,12
Anderson,1,0005,10005,5,SBOE 10,Maynard,R,Y,1
Anderson,1,0006,10006,6,SBOE 10,Maynard,R,Y,8
Anderson,1,0007,10007,7,SBOE 10,Maynard,R,Y,3
Anderson,1,0008,10008,8,SBOE 10,Maynard,R,Y,2
Anderson,1,0009,10009,9,SBOE 10,Maynard,R,Y,12
Anderson,1,0010,10010,10,SBOE 10,Maynard,R,Y,8
Anderson,1,0011,10011,11,SBOE 10,Maynard,R,Y,15
Anderson,1,0013,10013,12,SBOE 10,Maynard,R,Y,34
Anderson,1,0015,10015,13,SBOE 10,Maynard,R,Y,55
Anderson,1,0016,10016,14,SBOE 10,Maynard,R,Y,29
Anderson,1,0017,10017,15,SBOE 10,Maynard,R,Y,21
Anderson,1,0018,10018,16,SBOE 10,Maynard,R,Y,57
Anderson,1,0019,10019,17,SBOE 10,Maynard,R,Y,24
Anderson,1,0020,10020,18,SBOE 10,Maynard,R,Y,10
