County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Childress,75,0101,750101,1595,State Rep 68,Berry,R,N,17
Childress,75,0201,750201,1596,State Rep 68,Berry,R,N,24
Childress,75,0301,750301,1597,State Rep 68,Berry,R,N,13
Childress,75,0401,750401,1598,State Rep 68,Berry,R,N,17
Childress,75,0101,750101,1595,State Rep 68,Brinkley,R,N,4
Childress,75,0201,750201,1596,State Rep 68,Brinkley,R,N,1
Childress,75,0301,750301,1597,State Rep 68,Brinkley,R,N,3
Childress,75,0401,750401,1598,State Rep 68,Brinkley,R,N,3
Childress,75,0101,750101,1595,State Rep 68,Carter,R,N,25
Childress,75,0201,750201,1596,State Rep 68,Carter,R,N,19
Childress,75,0301,750301,1597,State Rep 68,Carter,R,N,10
Childress,75,0401,750401,1598,State Rep 68,Carter,R,N,21
Childress,75,0101,750101,1595,State Rep 68,Gregory,D,N,8
Childress,75,0201,750201,1596,State Rep 68,Gregory,D,N,7
Childress,75,0301,750301,1597,State Rep 68,Gregory,D,N,4
Childress,75,0401,750401,1598,State Rep 68,Gregory,D,N,1
Childress,75,0101,750101,1595,State Rep 68,Spiller,R,N,31
Childress,75,0201,750201,1596,State Rep 68,Spiller,R,N,22
Childress,75,0301,750301,1597,State Rep 68,Spiller,R,N,19
Childress,75,0401,750401,1598,State Rep 68,Spiller,R,N,25
Collingsworth,87,0101,870101,1878,State Rep 68,Berry,R,N,8
Collingsworth,87,0201,870201,1879,State Rep 68,Berry,R,N,10
Collingsworth,87,0202,870202,1880,State Rep 68,Berry,R,N,0
Collingsworth,87,0301,870301,1881,State Rep 68,Berry,R,N,3
Collingsworth,87,0302,870302,1882,State Rep 68,Berry,R,N,0
Collingsworth,87,0401,870401,1883,State Rep 68,Berry,R,N,5
Collingsworth,87,0402,870402,1884,State Rep 68,Berry,R,N,2
Collingsworth,87,0101,870101,1878,State Rep 68,Brinkley,R,N,4
Collingsworth,87,0201,870201,1879,State Rep 68,Brinkley,R,N,1
Collingsworth,87,0202,870202,1880,State Rep 68,Brinkley,R,N,0
Collingsworth,87,0301,870301,1881,State Rep 68,Brinkley,R,N,0
Collingsworth,87,0302,870302,1882,State Rep 68,Brinkley,R,N,0
Collingsworth,87,0401,870401,1883,State Rep 68,Brinkley,R,N,3
Collingsworth,87,0402,870402,1884,State Rep 68,Brinkley,R,N,0
Collingsworth,87,0101,870101,1878,State Rep 68,Carter,R,N,4
Collingsworth,87,0201,870201,1879,State Rep 68,Carter,R,N,4
Collingsworth,87,0202,870202,1880,State Rep 68,Carter,R,N,2
Collingsworth,87,0301,870301,1881,State Rep 68,Carter,R,N,1
Collingsworth,87,0302,870302,1882,State Rep 68,Carter,R,N,0
Collingsworth,87,0401,870401,1883,State Rep 68,Carter,R,N,7
Collingsworth,87,0402,870402,1884,State Rep 68,Carter,R,N,1
Collingsworth,87,0101,870101,1878,State Rep 68,Gregory,D,N,2
Collingsworth,87,0201,870201,1879,State Rep 68,Gregory,D,N,0
Collingsworth,87,0202,870202,1880,State Rep 68,Gregory,D,N,0
Collingsworth,87,0301,870301,1881,State Rep 68,Gregory,D,N,1
Collingsworth,87,0302,870302,1882,State Rep 68,Gregory,D,N,0
