County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Harris,201,0073,2010073,4290,State Rep 139,Johnson,D,N,11
Harris,201,0109,2010109,4326,State Rep 139,Johnson,D,N,71
Harris,201,0122,2010122,4339,State Rep 139,Johnson,D,N,58
Harris,201,0147,2010147,4364,State Rep 139,Johnson,D,N,77
Harris,201,0157,2010157,4374,State Rep 139,Johnson,D,N,70
Harris,201,0169,2010169,4386,State Rep 139,Johnson,D,N,69
Harris,201,0189,2010189,4406,State Rep 139,Johnson,D,N,17
Harris,201,0192,2010192,4409,State Rep 139,Johnson,D,N,71
Harris,201,0195,2010195,4412,State Rep 139,Johnson,D,N,53
Harris,201,0197,2010197,4414,State Rep 139,Johnson,D,N,97
Harris,201,0322,2010322,4539,State Rep 139,Johnson,D,N,10
Harris,201,0324,2010324,4541,State Rep 139,Johnson,D,N,35
Harris,201,0327,2010327,4544,State Rep 139,Johnson,D,N,53
Harris,201,0364,2010364,4581,State Rep 139,Johnson,D,N,14
Harris,201,0365,2010365,4582,State Rep 139,Johnson,D,N,134
Harris,201,0367,2010367,4584,State Rep 139,Johnson,D,N,19
Harris,201,0383,2010383,4600,State Rep 139,Johnson,D,N,16
Harris,201,0448,2010448,4665,State Rep 139,Johnson,D,N,39
Harris,201,0450,2010450,4667,State Rep 139,Johnson,D,N,59
Harris,201,0467,2010467,4684,State Rep 139,Johnson,D,N,10
Harris,201,0498,2010498,4715,State Rep 139,Johnson,D,N,9
Harris,201,0549,2010549,4766,State Rep 139,Johnson,D,N,21
Harris,201,0576,2010576,4793,State Rep 139,Johnson,D,N,72
Harris,201,0578,2010578,4795,State Rep 139,Johnson,D,N,24
Harris,201,0593,2010593,4810,State Rep 139,Johnson,D,N,13
Harris,201,0594,2010594,4811,State Rep 139,Johnson,D,N,26
Harris,201,0613,2010613,4830,State Rep 139,Johnson,D,N,8
Harris,201,0614,2010614,4831,State Rep 139,Johnson,D,N,2
Harris,201,0628,2010628,4845,State Rep 139,Johnson,D,N,14
Harris,201,0660,2010660,4877,State Rep 139,Johnson,D,N,43
Harris,201,0678,2010678,4896,State Rep 139,Johnson,D,N,23
Harris,201,0697,2010697,4915,State Rep 139,Johnson,D,N,21
Harris,201,0698,2010698,4916,State Rep 139,Johnson,D,N,17
Harris,201,0717,2010717,4935,State Rep 139,Johnson,D,N,7
Harris,201,0723,2010723,4941,State Rep 139,Johnson,D,N,32
Harris,201,0757,2010757,4975,State Rep 139,Johnson,D,N,13
Harris,201,0836,2010836,5054,State Rep 139,Johnson,D,N,24
Harris,201,0848,2010848,5066,State Rep 139,Johnson,D,N,48
Harris,201,0859,2010859,5077,State Rep 139,Johnson,D,N,9
