County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Austin,15,0101,150101,116,State Rep 13,Cerny Bilski,R,N,89
Austin,15,0102,150102,117,State Rep 13,Cerny Bilski,R,N,89
Austin,15,0103,150103,118,State Rep 13,Cerny Bilski,R,N,95
Austin,15,0104,150104,119,State Rep 13,Cerny Bilski,R,N,54
Austin,15,0205,150205,120,State Rep 13,Cerny Bilski,R,N,191
Austin,15,0206,150206,121,State Rep 13,Cerny Bilski,R,N,88
Austin,15,0207,150207,122,State Rep 13,Cerny Bilski,R,N,50
Austin,15,0208,150208,123,State Rep 13,Cerny Bilski,R,N,35
Austin,15,0309,150309,124,State Rep 13,Cerny Bilski,R,N,74
Austin,15,0310,150310,125,State Rep 13,Cerny Bilski,R,N,270
Austin,15,0311,150311,126,State Rep 13,Cerny Bilski,R,N,119
Austin,15,0412,150412,127,State Rep 13,Cerny Bilski,R,N,54
Austin,15,0413,150413,128,State Rep 13,Cerny Bilski,R,N,105
Austin,15,0414,150414,129,State Rep 13,Cerny Bilski,R,N,122
Austin,15,0415,150415,130,State Rep 13,Cerny Bilski,R,N,112
Austin,15,0101,150101,116,State Rep 13,Schubert,R,N,133
Austin,15,0102,150102,117,State Rep 13,Schubert,R,N,133
Austin,15,0103,150103,118,State Rep 13,Schubert,R,N,137
Austin,15,0104,150104,119,State Rep 13,Schubert,R,N,75
Austin,15,0205,150205,120,State Rep 13,Schubert,R,N,334
Austin,15,0206,150206,121,State Rep 13,Schubert,R,N,204
Austin,15,0207,150207,122,State Rep 13,Schubert,R,N,120
Austin,15,0208,150208,123,State Rep 13,Schubert,R,N,95
Austin,15,0309,150309,124,State Rep 13,Schubert,R,N,47
Austin,15,0310,150310,125,State Rep 13,Schubert,R,N,95
Austin,15,0311,150311,126,State Rep 13,Schubert,R,N,37
Austin,15,0412,150412,127,State Rep 13,Schubert,R,N,21
Austin,15,0413,150413,128,State Rep 13,Schubert,R,N,41
Austin,15,0414,150414,129,State Rep 13,Schubert,R,N,63
Austin,15,0415,150415,130,State Rep 13,Schubert,R,N,40
Burleson,51,0113,510113,1337,State Rep 13,Cerny Bilski,R,N,7
Burleson,51,0114,510114,1338,State Rep 13,Cerny Bilski,R,N,9
Burleson,51,0203,510203,1339,State Rep 13,Cerny Bilski,R,N,4
Burleson,51,0204,510204,1340,State Rep 13,Cerny Bilski,R,N,0
Burleson,51,0207,510207,1341,State Rep 13,Cerny Bilski,R,N,4
Burleson,51,0211,510211,1342,State Rep 13,Cerny Bilski,R,N,3
Burleson,51,0215,510215,1343,State Rep 13,Cerny Bilski,R,N,0
Burleson,51,0301,510301,1344,State Rep 13,Cerny Bilski,R,N,11
Burleson,51,0305,510305,1345,State Rep 13,Cerny Bilski,R,N,5
Burleson,51,0308,510308,1346,State Rep 13,Cerny Bilski,R,N,1
Burleson,51,0309,510309,1347,State Rep 13,Cerny Bilski,R,N,8
Burleson,51,0406,510406,1348,State Rep 13,Cerny Bilski,R,N,6
Burleson,51,0410,510410,1349,State Rep 13,Cerny Bilski,R,N,14
Burleson,51,0113,510113,1337,State Rep 13,Schubert,R,N,69
Burleson,51,0114,510114,1338,State Rep 13,Schubert,R,N,197
Burleson,51,0203,510203,1339,State Rep 13,Schubert,R,N,33
Burleson,51,0204,510204,1340,State Rep 13,Schubert,R,N,78
Burleson,51,0207,510207,1341,State Rep 13,Schubert,R,N,48
Burleson,51,0211,510211,1342,State Rep 13,Schubert,R,N,135
Burleson,51,0215,510215,1343,State Rep 13,Schubert,R,N,8
Burleson,51,0301,510301,1344,State Rep 13,Schubert,R,N,236
Burleson,51,0305,510305,1345,State Rep 13,Schubert,R,N,45
Burleson,51,0308,510308,1346,State Rep 13,Schubert,R,N,39
Burleson,51,0309,510309,1347,State Rep 13,Schubert,R,N,80
Burleson,51,0406,510406,1348,State Rep 13,Schubert,R,N,72
Burleson,51,0410,510410,1349,State Rep 13,Schubert,R,N,141
Colorado,89,0101,890101,1885,State Rep 13,Cerny Bilski,R,N,83
Colorado,89,0102,890102,1886,State Rep 13,Cerny Bilski,R,N,12
Colorado,89,0103,890103,1887,State Rep 13,Cerny Bilski,R,N,13
Colorado,89,0201,890201,1888,State Rep 13,Cerny Bilski,R,N,112
Colorado,89,0202,890202,1889,State Rep 13,Cerny Bilski,R,N,10
Colorado,89,0302,890302,1890,State Rep 13,Cerny Bilski,R,N,48
Colorado,89,0303,890303,1891,State Rep 13,Cerny Bilski,R,N,21
Colorado,89,0304,890304,1892,State Rep 13,Cerny Bilski,R,N,28
Colorado,89,0305,890305,1893,State Rep 13,Cerny Bilski,R,N,80
Colorado,89,0401,890401,1894,State Rep 13,Cerny Bilski,R,N,10
Colorado,89,0402,890402,1895,State Rep 13,Cerny Bilski,R,N,97
Colorado,89,0101,890101,1885,State Rep 13,Schubert,R,N,56
Colorado,89,0102,890102,1886,State Rep 13,Schubert,R,N,4
Colorado,89,0103,890103,1887,State Rep 13,Schubert,R,N,3
Colorado,89,0201,890201,1888,State Rep 13,Schubert,R,N,50
Colorado,89,0202,890202,1889,State Rep 13,Schubert,R,N,0
Colorado,89,0302,890302,1890,State Rep 13,Schubert,R,N,53
Colorado,89,0303,890303,1891,State Rep 13,Schubert,R,N,18
Colorado,89,0304,890304,1892,State Rep 13,Schubert,R,N,23
Colorado,89,0305,890305,1893,State Rep 13,Schubert,R,N,58
Colorado,89,0401,890401,1894,State Rep 13,Schubert,R,N,6
Colorado,89,0402,890402,1895,State Rep 13,Schubert,R,N,25
Fayette,149,0110,1490110,3587,State Rep 13,Cerny Bilski,R,N,29
Fayette,149,0112,1490112,3588,State Rep 13,Cerny Bilski,R,N,36
Fayette,149,0204,1490204,3589,State Rep 13,Cerny Bilski,R,N,51
Fayette,149,0207,1490207,3590,State Rep 13,Cerny Bilski,R,N,57
Fayette,149,0315,1490315,3591,State Rep 13,Cerny Bilski,R,N,24
Fayette,149,0316,1490316,3592,State Rep 13,Cerny Bilski,R,N,82
Fayette,149,0422,1490422,3593,State Rep 13,Cerny Bilski,R,N,19
Fayette,149,0423,1490423,3594,State Rep 13,Cerny Bilski,R,N,35
Fayette,149,0425,1490425,3595,State Rep 13,Cerny Bilski,R,N,97
Fayette,149,101n,149101n,3596,State Rep 13,Cerny Bilski,R,N,74
Fayette,149,201e,149201e,3597,State Rep 13,Cerny Bilski,R,N,63
Fayette,149,301w,149301w,3598,State Rep 13,Cerny Bilski,R,N,74
Fayette,149,0110,1490110,3587,State Rep 13,Schubert,R,N,19
Fayette,149,0112,1490112,3588,State Rep 13,Schubert,R,N,30
Fayette,149,0204,1490204,3589,State Rep 13,Schubert,R,N,94
Fayette,149,0207,1490207,3590,State Rep 13,Schubert,R,N,134
Fayette,149,0315,1490315,3591,State Rep 13,Schubert,R,N,24
Fayette,149,0316,1490316,3592,State Rep 13,Schubert,R,N,83
Fayette,149,0422,1490422,3593,State Rep 13,Schubert,R,N,18
Fayette,149,0423,1490423,3594,State Rep 13,Schubert,R,N,34
Fayette,149,0425,1490425,3595,State Rep 13,Schubert,R,N,74
Fayette,149,101n,149101n,3596,State Rep 13,Schubert,R,N,56
Fayette,149,201e,149201e,3597,State Rep 13,Schubert,R,N,57
Fayette,149,301w,149301w,3598,State Rep 13,Schubert,R,N,73
Grimes,185,0001,1850001,4049,State Rep 13,Cerny Bilski,R,N,39
Grimes,185,0002,1850002,4050,State Rep 13,Cerny Bilski,R,N,16
Grimes,185,0003,1850003,4051,State Rep 13,Cerny Bilski,R,N,45
Grimes,185,0004,1850004,4052,State Rep 13,Cerny Bilski,R,N,24
Grimes,185,0005,1850005,4053,State Rep 13,Cerny Bilski,R,N,27
Grimes,185,0006,1850006,4054,State Rep 13,Cerny Bilski,R,N,35
Grimes,185,0007,1850007,4055,State Rep 13,Cerny Bilski,R,N,35
Grimes,185,0008,1850008,4056,State Rep 13,Cerny Bilski,R,N,13
Grimes,185,0009,1850009,4057,State Rep 13,Cerny Bilski,R,N,8
Grimes,185,0010,1850010,4058,State Rep 13,Cerny Bilski,R,N,31
Grimes,185,0012,1850012,4059,State Rep 13,Cerny Bilski,R,N,27
Grimes,185,0014,1850014,4060,State Rep 13,Cerny Bilski,R,N,28
Grimes,185,0015,1850015,4061,State Rep 13,Cerny Bilski,R,N,25
Grimes,185,0001,1850001,4049,State Rep 13,Schubert,R,N,39
Grimes,185,0002,1850002,4050,State Rep 13,Schubert,R,N,17
Grimes,185,0003,1850003,4051,State Rep 13,Schubert,R,N,42
Grimes,185,0004,1850004,4052,State Rep 13,Schubert,R,N,25
Grimes,185,0005,1850005,4053,State Rep 13,Schubert,R,N,31
Grimes,185,0006,1850006,4054,State Rep 13,Schubert,R,N,38
Grimes,185,0007,1850007,4055,State Rep 13,Schubert,R,N,38
Grimes,185,0008,1850008,4056,State Rep 13,Schubert,R,N,20
Grimes,185,0009,1850009,4057,State Rep 13,Schubert,R,N,8
Grimes,185,0010,1850010,4058,State Rep 13,Schubert,R,N,31
Grimes,185,0012,1850012,4059,State Rep 13,Schubert,R,N,28
Grimes,185,0014,1850014,4060,State Rep 13,Schubert,R,N,25
Grimes,185,0015,1850015,4061,State Rep 13,Schubert,R,N,28
Lavaca,285,0101,2850101,6399,State Rep 13,Cerny Bilski,R,N,47
Lavaca,285,0102,2850102,6400,State Rep 13,Cerny Bilski,R,N,63
Lavaca,285,0119,2850119,6401,State Rep 13,Cerny Bilski,R,N,15
Lavaca,285,0208,2850208,6402,State Rep 13,Cerny Bilski,R,N,30
